x_position,y_position,yaw,speed
12.735952, 18.285463, 1.402827, 4.000000
12.735952, 18.285463, 1.402827, 4.000000
12.735952, 18.285463, 1.402827, 4.000000
12.742551, 18.324915, 1.403395, 4.000000
12.742551, 18.324915, 1.403395, 4.000000
12.749106, 18.364374, 1.404423, 4.000000
12.749106, 18.364374, 1.404423, 4.000000
12.749106, 18.364374, 1.404423, 4.000000
12.755644, 18.403836, 1.405500, 4.000000
12.755644, 18.403836, 1.405500, 4.000000
12.762135, 18.443306, 1.406909, 4.000000
12.762135, 18.443306, 1.406909, 4.000000
12.762135, 18.443306, 1.406909, 4.000000
12.768604, 18.482779, 1.408270, 4.000000
12.768604, 18.482779, 1.408270, 4.000000
12.775021, 18.522261, 1.409888, 4.000000
12.775021, 18.522261, 1.409888, 4.000000
12.775021, 18.522261, 1.409888, 4.000000
12.781410, 18.561748, 1.411402, 4.000000
12.781410, 18.561748, 1.411402, 4.000000
12.787741, 18.601243, 1.413132, 4.000000
12.787741, 18.601243, 1.413132, 4.000000
12.787741, 18.601243, 1.413132, 4.000000
12.794065, 18.640740, 1.414409, 4.000000
12.794065, 18.640740, 1.414409, 4.000000
12.800427, 18.680231, 1.414767, 4.000000
12.800427, 18.680231, 1.414767, 4.000000
12.800427, 18.680231, 1.414767, 4.000000
12.806795, 18.719721, 1.414727, 4.000000
12.806795, 18.719721, 1.414727, 4.000000
12.813196, 18.759206, 1.414088, 4.000000
12.813196, 18.759206, 1.414088, 4.000000
12.813196, 18.759206, 1.414088, 4.000000
12.819577, 18.798693, 1.413611, 4.000000
12.819577, 18.798693, 1.413611, 4.000000
12.825894, 18.838191, 1.413833, 4.000000
12.825894, 18.838191, 1.413833, 4.000000
12.825894, 18.838191, 1.413833, 4.000000
12.832178, 18.877695, 1.414288, 4.000000
12.832178, 18.877695, 1.414288, 4.000000
12.838404, 18.917207, 1.415221, 4.000000
12.838404, 18.917207, 1.415221, 4.000000
12.838404, 18.917207, 1.415221, 4.000000
12.844626, 18.956720, 1.415899, 4.000000
12.844626, 18.956720, 1.415899, 4.000000
